---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
38.5% 1027M  596M    0 | 601  31.9     0    73M|  10  2.94     8  3.42     0 |   0     0 |   0     0     0    77M  310   776     0     0 
26.7% 1027M  596M    0 | 355  29.0     0    42M|   2  2.86     1  4.63     0 |   0     0 |   0     0     0    43M  173   617     0     0 
46.9% 1027M  600M    0 | 791  21.4     0    97M|   6  2.48     6  3.19     0 |   0     0 |   0     0     0    92M  372   412     0     0 
24.2% 1027M  595M    0 | 404  25.3     0    48M|   5  2.20     3  2.94     0 |   0     0 |   0     0     0    54M  217   668     0     0 
31.2% 1027M  562M    0 | 413  23.3     0    50M|   2  2.81     1  4.41     0 |   0     0 |   0     0     0    82M  330   649     0     0 
26.6% 1027M  566M    0 | 377  15.0     0    45M|   5  2.71     3  3.90     0 |   0     0 |   0     0     0    41M  168   608     0     0 
48.0% 1027M  424M    0 |  58   142     0  5376K|   6  3.43     5  3.86     0 |   0     0 |   0     0     0   146M  585   263     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
21.2% 1027M  375M    0 |  14  0.38     0     0 |   4  2.45     2  3.98     0 |   0     0 |   0     0     0    48M  198   505     0     0 
20.2% 1027M  311M    0 |  17   489     0     0 |   9  2.71     7  3.24     0 |   0     0 |   0     0     0    63M  256   791     0     0 
26.5% 1027M  206M    0 |  13  0.26     0     0 |   5  2.54     3  3.19     0 |   0     0 |   0     0     0   104M  421   412     0     0 
19.8% 1027M  151M    0 |  20   800     0     0 |   6  2.81     4  3.78     0 |   0     0 |   0     0     0    55M  220   677     0     0 
14.7% 1027M  108M    0 |  16   488     0     0 |   3  2.96     2  3.91     0 |   0     0 |   0     0     0    43M  173   629     0     0 
22.1% 1027M   25M    0 |  35  1563     0     0 |  12  3.22    10  3.68     0 |   0     0 |   0     0     0    82M  331   601     0     0 
 4.0% 1027M 2816K    0 |  26  1138     0     0 |   6  2.66     4  3.51     0 |   0     0 |   0     0     0    22M   90   372     0     0 
 1.8% 1027M 2816K    0 |  13  0.34     0     0 |   1  1.06     2  2.91     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  14  0.39     0     0 |   2  1.17     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9% 1027M 2816K    0 |  13  0.35     0     0 |   1  0.97     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8% 1027M 2816K    0 |  14  0.43     0     0 |   2  1.20     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  14  0.39     0     0 |   2  1.12     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  13  0.38     0     0 |   2  1.60     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  14  0.36     0     0 |   2  1.16     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2% 1027M 2816K    0 |  13  0.38     0     0 |   1  1.34     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.0% 1027M 2816K    0 |  14  0.41     0     0 |   2  1.04     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  14  0.42     0     0 |   2  1.18     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9% 1027M 2816K    0 |  13  0.36     0     0 |   1  0.91     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.0% 1027M 2816K    0 |  14  0.31     0     0 |   2  0.54     2  2.80     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3% 1027M 2816K    0 |  13  0.28     0     0 |   1  1.01     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9% 1027M 2816K    0 |  14  0.41     0     0 |   2  1.04     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  14  0.46     0     0 |   3  1.28     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  13  0.35     0     0 |   1  0.83     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  14  0.39     0     0 |   2  0.97     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  13  0.33     0     0 |   1  0.83     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9% 1027M 2816K    0 |  14  0.39     0     0 |   2  1.08     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  14  0.39     0     0 |   2  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.0% 1027M 2816K    0 |  13  0.34     0     0 |   1  1.14     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8% 1027M 2816K    0 |  14  0.40     0     0 |   2  0.92     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  13  0.32     0     0 |   1  0.95     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
 1.2% 1027M 2816K    0 |  14  0.38     0     0 |   2  1.03     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 3.2% 1027M 2816K    0 |  14  0.40     0     0 |   3  1.35     2  3.71     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  13  0.33     0     0 |   1  0.84     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  14  0.44     0     0 |   2  1.14     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8% 1027M 2816K    0 |  13  0.39     0     0 |   1  1.07     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
14.0% 1027M 2816K    0 |  14  0.38     0     0 |   2  0.95     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.0% 1027M 2816K    0 |  14  0.34     0     0 |   2  1.01     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  13  0.38     0     0 |   1  1.28     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8% 1027M 2816K    0 |  14  0.42     0     0 |   2  1.27     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4% 1027M 2816K    0 |  13  0.35     0     0 |   1  0.90     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  14  0.37     0     0 |   2  1.05     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.1% 1027M 2816K    0 |  14  0.37     0     0 |   3  1.46     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.5% 1027M 2816K    0 |  13  0.34     0     0 |   1  0.90     2  3.93     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  14  0.38     0     0 |   2  1.09     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  13  0.34     0     0 |   1  1.26     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  14  0.43     0     0 |   2  1.25     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  14  0.35     0     0 |   2  0.87     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4% 1027M 2816K    0 |  13  0.26     0     0 |   1  1.20     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2% 1027M 2816K    0 |  14  0.39     0     0 |   2  0.99     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4% 1027M 2816K    0 |  13  0.32     0     0 |   1  1.10     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.1% 1027M 2816K    0 |  14  0.38     0     0 |   2  0.96     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4% 1027M 2816K    0 |  14  0.38     0     0 |   3  1.34     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3% 1027M 2816K    0 |  13  0.32     0     0 |   1  1.00     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4% 1027M 2816K    0 |  14  0.42     0     0 |   2  1.22     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8% 1027M 2816K    0 |  13  0.32     0     0 |   1  0.99     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.6% 1027M 2816K    0 |  14  0.38     0     0 |   2  1.00     2  2.72     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  14  0.42     0     0 |   2  1.13     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3% 1027M 2816K    0 |  13  0.30     0     0 |   1  0.79     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  14  0.38     0     0 |   2  1.05     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2% 1027M 2816K    0 |  13  0.35     0     0 |   1  0.95     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
 2.1% 1027M 2816K    0 |  14  0.51     0     0 |   2  1.09     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9% 1027M 2816K    0 |  14  0.35     0     0 |   4  1.12     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.1% 1027M 2816K    0 |  13  0.33     0     0 |   1  0.99     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8% 1027M 2816K    0 |  14  0.46     0     0 |   2  0.89     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  13  0.30     0     0 |   1  0.85     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.0% 1027M 2816K    0 |  14  0.37     0     0 |   2  0.88     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2% 1027M 2816K    0 |  14  0.40     0     0 |   2  1.15     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.8% 1027M 2816K    0 |  13  0.32     0     0 |   1  0.92     2  3.41     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4% 1027M 2816K    0 |  14  0.36     0     0 |   2  0.90     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.1% 1027M 2816K    0 |  13  0.32     0     0 |   1  1.03     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.1% 1027M 2816K    0 |  14  0.38     0     0 |   2  1.03     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3% 1027M 2816K    0 |  14  0.35     0     0 |   3  1.23     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4% 1027M 2816K    0 |  13  0.31     0     0 |   1  0.97     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  14  0.38     0     0 |   2  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  13  0.32     0     0 |   1  0.86     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  14  0.41     0     0 |   2  1.07     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  14  0.40     0     0 |   2  0.89     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8% 1027M 2816K    0 |  13  0.33     0     0 |   1  1.15     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3% 1027M 2816K    0 |  14  0.37     0     0 |   2  0.92     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.2% 1027M 2816K    0 |  13  0.30     0     0 |   1  0.79     2  3.51     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4% 1027M 2816K    0 |  14  0.44     0     0 |   2  0.98     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  14  0.37     0     0 |   3  1.19     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  13  0.33     0     0 |   1  1.03     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  14  0.37     0     0 |   2  0.94     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  13  0.33     0     0 |   1  1.13     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  14  0.37     0     0 |   2  0.90     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8% 1027M 2816K    0 |  14  0.47     0     0 |   2  1.04     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  13  0.34     0     0 |   1  0.99     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3% 1027M 2816K    0 |  14  0.37     0     0 |   2  0.96     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  13  0.35     0     0 |   1  0.90     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
 1.6% 1027M 2816K    0 |  14  0.37     0     0 |   2  0.94     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.3% 1027M 2816K    0 |  14  0.38     0     0 |   3  1.40     2  2.51     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  13  0.34     0     0 |   1  1.03     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  14  0.37     0     0 |   2  0.84     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3% 1027M 2816K    0 |  13  0.33     0     0 |   1  1.07     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.4% 1027M 2816K    0 |  14  0.38     0     0 |   2  0.98     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  14  0.38     0     0 |   2  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  13  0.49     0     0 |   1  1.10     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4% 1027M 2816K    0 |  14  0.39     0     0 |   2  1.04     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  13  0.35     0     0 |   1  1.15     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4% 1027M 2816K    0 |  14  0.41     0     0 |   2  0.97     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8% 1027M 2816K    0 |  14  0.38     0     0 |   3  1.42     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4% 1027M 2816K    0 |  13  0.35     0     0 |   1  0.94     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.1% 1027M 2816K    0 |  14  0.31     0     0 |   2  0.85     2  3.54     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  13  0.34     0     0 |   1  1.00     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.0% 1027M 2816K    0 |  14  0.38     0     0 |   2  1.04     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3% 1027M 2816K    0 |  14  0.43     0     0 |   2  1.18     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  13  0.32     0     0 |   1  0.74     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2% 1027M 2816K    0 |  14  0.37     0     0 |   2  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  13  0.36     0     0 |   1  1.02     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  14  0.37     0     0 |   2  0.98     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8% 1027M 2816K    0 |  14  0.39     0     0 |   3  1.21     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2% 1027M 2816K    0 |  13  0.33     0     0 |   1  1.14     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  14  0.36     0     0 |   2  0.68     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  13  0.35     0     0 |   1  1.13     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.4% 1027M 2816K    0 |  14  0.37     0     0 |   2  0.77     2  2.84     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  14  0.40     0     0 |   2  1.12     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  13  0.34     0     0 |   1  1.02     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2% 1027M 2816K    0 |  14  0.35     0     0 |   2  0.84     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  13  0.30     0     0 |   1  1.01     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
 1.5% 1027M 2816K    0 |  14  0.39     0     0 |   2  1.04     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  14  0.39     0     0 |   3  1.33     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8% 1027M 2816K    0 |  13  0.35     0     0 |   1  0.88     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.1% 1027M 2816K    0 |  14  0.39     0     0 |   2  1.06     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  13  0.34     0     0 |   1  1.02     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.0% 1027M 2816K    0 |  14  0.33     0     0 |   2  1.19     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4% 1027M 2816K    0 |  14  0.39     0     0 |   2  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.5% 1027M 2816K    0 |  13  0.33     0     0 |   1  0.80     2  3.62     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4% 1027M 2816K    0 |  14  0.37     0     0 |   2  0.89     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  13  0.33     0     0 |   1  0.84     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3% 1027M 2816K    0 |  14  0.38     0     0 |   2  1.01     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.2% 1027M 2816K    0 |  14  0.40     0     0 |   3  1.38     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.0% 1027M 2816K    0 |  13  0.32     0     0 |   1  1.03     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  14  0.37     0     0 |   2  0.97     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  13  0.37     0     0 |   1  1.08     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8% 1027M 2816K    0 |  14  0.36     0     0 |   2  0.76     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.0% 1027M 2816K    0 |  14  0.38     0     0 |   2  1.09     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9% 1027M 2816K    0 |  13  0.33     0     0 |   1  1.06     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2% 1027M 2816K    0 |  14  0.39     0     0 |   2  1.11     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  13  0.34     0     0 |   1  0.94     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.3% 1027M 2816K    0 |  14  0.41     0     0 |   2  1.01     2  3.13     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  14  0.37     0     0 |   3  1.18     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  13  0.35     0     0 |   1  0.81     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4% 1027M 2816K    0 |  14  0.39     0     0 |   2  0.99     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5% 1027M 2816K    0 |  13  0.34     0     0 |   1  1.22     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.3% 1027M 2816K    0 |  14  0.44     0     0 |   2  1.05     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3% 1027M 2816K    0 |  14  0.49     0     0 |   2  0.79     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  13  0.27     0     0 |   1  1.18     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  14  0.40     0     0 |   2  0.98     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  13  0.35     0     0 |   1  1.16     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
 1.6% 1027M 2816K    0 |  14  0.39     0     0 |   2  1.07     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6% 1027M 2816K    0 |  14  0.36     0     0 |   3  1.18     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9% 1027M 2816K    0 |  13  0.37     0     0 |   1  1.03     2  2.26     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4% 1027M 2816K    0 |  14  0.41     0     0 |   2  1.15     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7% 1027M 2816K    0 |  13  0.32     0     0 |   1  0.96     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
21.3%  728M 2816K    0 |  14  0.38     0     0 |   2  0.98     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  728M 2816K    0 |  14  0.39     0     0 |   2  0.88     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  728M 2816K    0 |  13  0.31     0     0 |   1  0.74     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  728M 2816K    0 |  14  0.39     0     0 |   2  1.18     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.1%  728M 2816K    0 |  13  0.35     0     0 |   1  1.14     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  728M 2816K    0 |  14  0.39     0     0 |   2  1.13     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  728M 2816K    0 |  14  0.39     0     0 |   3  1.35     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  728M 2816K    0 |  13  0.33     0     0 |   1  1.07     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.2%  728M 2816K    0 |  14  0.37     0     0 |   2  0.82     2  2.82     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.1%  728M 2816K    0 |  13  0.26     0     0 |   1  1.14     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  728M 2816K    0 |  14  0.40     0     0 |   2  0.91     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  728M 2816K    0 |  14  0.37     0     0 |   2  1.08     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  728M 2816K    0 |  13  0.32     0     0 |   1  0.98     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  728M 2816K    0 |  14  0.34     0     0 |   2  0.77     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 0.9%  728M 2816K    0 |  13  0.32     0     0 |   1  1.11     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  728M 2816K    0 |  14  0.34     0     0 |   2  0.90     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.0%  728M 2816K    0 |  14  0.35     0     0 |   3  1.30     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  728M 2816K    0 |  13  0.35     0     0 |   1  1.11     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  728M 2816K    0 |  14  0.40     0     0 |   2  1.08     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  728M 2816K    0 |  13  0.31     0     0 |   1  0.82     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.2%  728M 2816K    0 |  14  0.35     0     0 |   2  0.95     2  2.52     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  728M 2816K    0 |  14  0.39     0     0 |   2  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  728M 2816K    0 |  13  0.31     0     0 |   1  1.03     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  728M 2816K    0 |  14  0.37     0     0 |   2  1.07     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  728M 2816K    0 |  13  0.30     0     0 |   1  0.87     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
 0.8%  728M 2816K    0 |  14  0.34     0     0 |   2  0.87     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9%  728M 2816K    0 |  14  0.36     0     0 |   3  1.40     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  728M 2816K    0 |  13  0.30     0     0 |   1  0.88     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  728M 2816K    0 |  14  0.37     0     0 |   2  0.97     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  728M 2816K    0 |  13  0.32     0     0 |   1  0.89     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  728M 2816K    0 |  14  0.34     0     0 |   2  0.74     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  728M 2816K    0 |  13  0.32     0     0 |   1  1.13     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9%  728M 2816K    0 |  14  0.35     0     0 |   2  0.86     2  2.97     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  728M 2816K    0 |  13  0.32     0     0 |   1  1.06     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
