---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
32.6%  540M  300M    0 | 564  1.66     0    68M|   3  2.00     1  3.76     0 |   0     0 |   0     0     0    71M  286   678     0     0 
20.6%  540M  300M    0 | 365  2.64     0    44M|   2  3.37     1  5.82     0 |   0     0 |   0     0     0    44M  177   651     0     0 
29.7%  541M  301M    0 | 555  1.69     0    67M|   3  1.61     1  3.14     0 |   0     0 |   0     0     0    67M  268   665     0     0 
21.0%  542M  301M    0 | 380  2.52     0    45M|   3  1.69     0     0     0 |   0     0 |   0     0     0    45M  182   608     0     0 
33.3%  543M  300M    0 | 581  1.59     0    71M|   2  2.13     3  2.79     0 |   0     0 |   0     0     0    72M  288   671     0     0 
19.8%  544M  303M    0 | 375  2.58     0    45M|   3  1.97     1  3.66     0 |   0     0 |   0     0     0    42M  168   589     0     0 
30.9%  545M  301M    0 | 622  1.49     0    76M|   2  2.31     1  3.79     0 |   0     0 |   0     0     0    78M  314   667     0     0 
23.4%  545M  302M    0 | 380  2.55     0    45M|   3  2.24     1  4.80     0 |   0     0 |   0     0     0    44M  176   634     0     0 
21.3%  547M  303M    0 | 383  2.51     0    46M|   3  1.95     1  3.94     0 |   0     0 |   0     0     0    45M  180   690     0     0 
29.2%  548M  301M    0 | 616  1.51     0    75M|   2  2.46     1  3.93     0 |   0     0 |   0     0     0    78M  313   699     0     0 
19.8%  548M  301M    0 | 336  2.87     0    40M|   3  1.86     1  3.75     0 |   0     0 |   0     0     0    39M  158   776     0     0 
29.8%  549M  283M    0 | 494  1.92     0    58M|   2  2.46     1  3.90     0 |   0     0 |   0     0     0    77M  308   618     0     0 
22.5%  549M  301M    0 | 455  2.07     0    56M|   3  1.45     0     0     0 |   0     0 |   0     0     0    39M  156   753     0     0 
17.4%  550M  285M    0 | 225  1.93     0    26M|   3  2.19     1  4.41     0 |   0     0 |   0     0     0    42M  169   641     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
17.9%  550M  205M    0 |  13  0.34     0     0 |   2  2.26     1  3.41     0 |   0     0 |   0     0     0    80M  320   631     0     0 
13.0%  552M  164M    0 |  14  0.38     0     0 |   3  1.78     3  3.11     0 |   0     0 |   0     0     0    41M  164   727     0     0 
11.0%  552M  120M    0 |  13  0.34     0     0 |   2  2.47     1  3.88     0 |   0     0 |   0     0     0    43M  174   647     0     0 
18.1%  553M   43M    0 |  14  0.38     0     0 |   3  1.83     1  3.64     0 |   0     0 |   0     0     0    77M  308   684     0     0 
 5.6%  553M  256K    0 |  17   300     0     0 |   3  1.98     1  3.98     0 |   0     0 |   0     0     0    43M  173   652     0     0 
 1.7%  554M  256K    0 |  13  0.34     0     0 |   1  0.82     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  554M  256K    0 |  14  0.39     0     0 |   2  0.99     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  555M  256K    0 |  13  0.34     0     0 |   1  1.09     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9%  555M  256K    0 |  14  0.37     0     0 |   2  0.98     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.1%  556M  256K    0 |  14  0.39     0     0 |   3  1.25     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 0.8%  556M  256K    0 |  13  0.33     0     0 |   1  1.10     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  557M  256K    0 |  14  0.37     0     0 |   2  0.95     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  558M  256K    0 |  13  0.36     0     0 |   1  1.27     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.4%  559M  256K    0 |  14  0.35     0     0 |   2  0.84     2  2.96     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  559M  256K    0 |  14  0.37     0     0 |   2  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  559M  256K    0 |  13  0.37     0     0 |   1  1.04     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  560M  256K    0 |  14  0.39     0     0 |   2  0.91     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  560M  256K    0 |  13  0.35     0     0 |   1  0.95     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.0%  561M  256K    0 |  14  0.35     0     0 |   3  1.47     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  562M  256K    0 |  14  0.38     0     0 |   2  0.91     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  562M  256K    0 |  13  0.34     0     0 |   1  1.19     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  563M  256K    0 |  14  0.37     0     0 |   2  0.86     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  563M  256K    0 |  13  0.34     0     0 |   1  0.97     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  564M  256K    0 |  14  0.39     0     0 |   2  0.98     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  565M  256K    0 |  14  0.39     0     0 |   2  1.07     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  565M  256K    0 |  13  0.38     0     0 |   1  0.99     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.7%  566M  256K    0 |  14  0.41     0     0 |   2  0.89     2  3.37     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  567M  256K    0 |  13  0.34     0     0 |   1  0.95     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  568M  256K    0 |  14  0.32     0     0 |   3  1.23     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  568M  256K    0 |  14  0.35     0     0 |   2  0.97     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
