---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
30.9%  992M  600M    0 | 478  34.8     0    58M|   5  2.93     3  3.87     0 |   0     0 |   0     0     0    47M  189   638     0     0 
32.4%  992M  600M    0 | 472  34.4     0    57M|   7  3.02     5  3.82     0 |   0     0 |   0     0     0    57M  230   669     0     0 
32.7%  992M  600M    0 | 487  33.5     0    59M|   2  2.35     1  3.59     0 |   0     0 |   0     0     0    58M  236   672     0     0 
28.8%  992M  594M    0 | 425  39.1     0    51M|   9  2.83     9  3.19     0 |   0     0 |   0     0     0    57M  232   650     0     0 
23.4%  992M  595M    0 | 432  34.1     0    52M|   4  2.47     3  2.98     0 |   0     0 |   0     0     0    51M  207   703     0     0 
33.9%  992M  600M    0 | 516  31.5     0    62M|   8  2.82     6  3.40     0 |   0     0 |   0     0     0    57M  232   675     0     0 
25.2%  992M  600M    0 | 377  39.4     0    45M|   4  2.35     2  3.69     0 |   0     0 |   0     0     0    45M  183   736     0     0 
32.3%  992M  600M    0 | 469  37.7     0    57M|   4  3.16     3  3.80     0 |   0     0 |   0     0     0    56M  229   698     0     0 
30.4%  992M  600M    0 | 463  33.2     0    56M|   6  2.81     4  3.70     0 |   0     0 |   0     0     0    55M  224   656     0     0 
27.7%  992M  600M    0 | 479  33.6     0    58M|   8  2.80     6  3.33     0 |   0     0 |   0     0     0    57M  233   675     0     0 
43.4%  992M  586M    0 | 757  21.6     0    92M|   7  2.48     5  3.03     0 |   0     0 |   0     0     0   107M  432   405     0     0 
41.0%  992M  600M    0 | 625  21.6     0    76M|   5  2.76     3  3.88     0 |   0     0 |   0     0     0    61M  246   312     0     0 
36.6%  992M  599M    0 | 504  36.3     0    61M|   4  3.00     3  3.59     0 |   0     0 |   0     0     0    62M  250   793     0     0 
37.1%  992M  600M    0 | 531  28.5     0    65M|   8  2.71     6  3.21     0 |   0     0 |   0     0     0    64M  260   517     0     0 
29.4%  992M  600M    0 | 469  33.5     0    57M|   2  2.14     3  2.64     0 |   0     0 |   0     0     0    56M  228   681     0     0 
29.2%  992M  593M    0 | 481  33.9     0    58M|   7  2.24     5  2.85     0 |   0     0 |   0     0     0    65M  261   656     0     0 
27.5%  992M  598M    0 | 474  33.4     0    57M|   5  2.35     3  3.22     0 |   0     0 |   0     0     0    53M  208   638     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
32.7%  992M  598M    0 | 488  34.1     0    59M|   2  2.64     1  4.06     0 |   0     0 |   0     0     0    59M  244   633     0     0 
37.7%  992M  588M    0 | 482  30.3     0    58M|   8  2.95     6  3.57     0 |   0     0 |   0     0     0    67M  273   612     0     0 
31.6%  992M  588M    0 | 469  34.5     0    57M|   6  2.88     4  3.58     0 |   0     0 |   0     0     0    57M  227   650     0     0 
26.4%  992M  591M    0 | 491  30.1     0    59M|   5  2.19     3  3.00     0 |   0     0 |   0     0     0    56M  228   635     0     0 
26.9%  992M  595M    0 | 525  31.9     0    63M|   5  2.32     3  3.24     0 |   0     0 |   0     0     0    60M  242   604     0     0 
31.0%  992M  600M    0 | 509  32.4     0    62M|   8  2.94     7  3.19     0 |   0     0 |   0     0     0    57M  230   637     0     0 
31.9%  992M  599M    0 | 471  34.2     0    57M|   3  2.06     1  3.79     0 |   0     0 |   0     0     0    57M  232   667     0     0 
32.7%  992M  596M    0 | 440  37.3     0    53M|   7  3.54     6  3.92     0 |   0     0 |   0     0     0    55M  223   647     0     0 
43.8%  992M  591M    0 | 418  33.4     0    50M|   4  2.22     2  3.50     0 |   0     0 |   0     0     0    56M  226   682     0     0 
29.1%  993M  593M    0 | 515  34.8     0    62M|   7  2.60     7  3.18     0 |   0     0 |   0     0     0    58M  236   664     0     0 
23.0%  993M  600M    0 | 419  33.3     0    50M|   4  2.52     3  2.95     0 |   0     0 |   0     0     0    45M  183   641     0     0 
33.9%  993M  592M    0 | 492  33.2     0    59M|   5  2.59     3  3.58     0 |   0     0 |   0     0     0    67M  270   646     0     0 
35.5%  993M  591M    0 | 482  30.4     0    58M|   6  3.19     4  3.94     0 |   0     0 |   0     0     0    60M  241   654     0     0 
32.9%  993M  600M    0 | 521  35.2     0    63M|   2  1.20     0     0     0 |   0     0 |   0     0     0    55M  220   619     0     0 
29.7%  993M  599M    0 | 488  33.1     0    59M|   8  2.96     6  3.58     0 |   0     0 |   0     0     0    60M  242   663     0     0 
25.5%  993M  594M    0 | 445  35.7     0    54M|   5  2.65     4  3.04     0 |   0     0 |   0     0     0    58M  235   644     0     0 
26.9%  993M  600M    0 | 432  36.4     0    52M|   4  2.27     2  3.45     0 |   0     0 |   0     0     0    46M  187   690     0     0 
35.5%  993M  592M    0 | 473  34.1     0    57M|   4  3.10     3  3.74     0 |   0     0 |   0     0     0    65M  261   667     0     0 
32.6%  993M  600M    0 | 485  30.3     0    58M|   3  2.16     1  4.13     0 |   0     0 |   0     0     0    51M  207   628     0     0 
32.3%  993M  600M    0 | 487  33.6     0    59M|   8  3.14     6  3.84     0 |   0     0 |   0     0     0    59M  237   635     0     0 
28.6%  993M  600M    0 | 496  33.3     0    60M|   6  2.59     5  2.91     0 |   0     0 |   0     0     0    60M  242   659     0     0 
26.7%  993M  598M    0 | 459  34.9     0    55M|   5  2.11     5  2.57     0 |   0     0 |   0     0     0    58M  236   653     0     0 
32.9%  993M  596M    0 | 480  31.2     0    58M|  10  3.00     8  3.32     0 |   0     0 |   0     0     0    58M  236   645     0     0 
29.4%  993M  600M    0 | 415  33.9     0    49M|   4  2.50     2  3.91     0 |   0     0 |   0     0     0    47M  185   649     0     0 
34.5%  993M  590M    0 | 461  36.4     0    55M|   5  2.80     3  3.91     0 |   0     0 |   0     0     0    64M  258   678     0     0 
31.3%  993M  600M    0 | 506  32.8     0    61M|   6  3.18     5  3.59     0 |   0     0 |   0     0     0    52M  213   643     0     0 
26.1%  993M  600M    0 | 485  33.7     0    58M|   7  2.56     5  3.19     0 |   0     0 |   0     0     0    58M  235   649     0     0 
27.6%  993M  600M    0 | 478  34.0     0    58M|   3  2.88     2  3.73     0 |   0     0 |   0     0     0    58M  234   651     0     0 
34.2%  993M  600M    0 | 494  28.8     0    60M|   6  2.86     4  3.71     0 |   0     0 |   0     0     0    60M  243   598     0     0 
33.4%  993M  600M    0 | 477  37.2     0    57M|   5  2.99     3  4.21     0 |   0     0 |   0     0     0    58M  234   677     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
32.6%  993M  600M    0 | 481  32.5     0    58M|   5  3.40     4  3.97     0 |   0     0 |   0     0     0    58M  234   636     0     0 
29.0%  993M  600M    0 | 479  33.7     0    58M|   5  2.36     3  3.23     0 |   0     0 |   0     0     0    58M  236   592     0     0 
27.3%  993M  600M    0 | 472  34.2     0    57M|   4  2.22     2  3.22     0 |   0     0 |   0     0     0    57M  230   676     0     0 
30.5%  993M  600M    0 | 483  32.0     0    58M|   6  2.56     6  3.31     0 |   0     0 |   0     0     0    58M  235   655     0     0 
41.2%  993M  561M    0 | 409  40.8     0    49M|   7  2.97     5  3.76     0 |   0     0 |   0     0     0    92M  372   543     0     0 
65.2%  993M  600M    0 |1036  11.6     0   127M|   7  3.27     5  4.08     0 |   0     0 |   0     0     0    84M  338   234     0     0 
25.1%  993M  600M    0 | 394  45.8     0    47M|   2  2.25     1  3.44     0 |   0     0 |   0     0     0    48M  192   827     0     0 
28.5%  993M  600M    0 | 498  31.3     0    60M|   7  2.59     5  3.24     0 |   0     0 |   0     0     0    60M  241   656     0     0 
41.1%  993M  598M    0 | 680  26.2     0    83M|  10  3.00     9  3.17     0 |   0     0 |   0     0     0    84M  340   510     0     0 
28.0%  993M  594M    0 | 404  36.5     0    48M|   3  1.92     1  3.58     0 |   0     0 |   0     0     0    53M  216   644     0     0 
28.8%  993M  600M    0 | 422  38.0     0    51M|   3  2.75     2  3.47     0 |   0     0 |   0     0     0    45M  181   693     0     0 
37.8%  993M  598M    0 | 554  30.8     0    66M|   6  2.94     4  3.85     0 |   0     0 |   0     0     0    68M  275   604     0     0 
25.9%  993M  595M    0 | 450  35.4     0    55M|   9  2.88     7  3.33     0 |   0     0 |   0     0     0    58M  236   664     0     0 
25.9%  993M  590M    0 | 446  35.6     0    54M|   6  2.66     4  3.48     0 |   0     0 |   0     0     0    58M  235   646     0     0 
28.8%  993M  593M    0 | 472  30.9     0    57M|   3  2.16     1  4.54     0 |   0     0 |   0     0     0    55M  220   654     0     0 
35.1%  993M  596M    0 | 509  32.6     0    62M|   3  3.05     2  4.05     0 |   0     0 |   0     0     0    59M  236   647     0     0 
35.1%  993M  596M    0 | 482  34.2     0    58M|   5  2.55     5  3.28     0 |   0     0 |   0     0     0    58M  236   643     0     0 
28.2%  993M  591M    0 | 436  34.0     0    52M|   4  2.85     3  3.45     0 |   0     0 |   0     0     0    57M  231   651     0     0 
26.5%  993M  600M    0 | 510  28.8     0    62M|   6  2.49     4  3.21     0 |   0     0 |   0     0     0    53M  214   643     0     0 
25.6%  993M  600M    0 | 465  37.4     0    56M|   4  2.03     2  3.14     0 |   0     0 |   0     0     0    57M  229   635     0     0 
45.1%  993M  600M    0 | 730  21.5     0    89M|   5  2.80     4  3.09     0 |   0     0 |   0     0     0    89M  359   333     0     0 
34.8%  993M  600M    0 | 481  33.3     0    58M|   6  2.89     4  3.77     0 |   0     0 |   0     0     0    58M  233   802     0     0 
33.6%  993M  600M    0 | 480  33.7     0    58M|   4  2.64     2  3.73     0 |   0     0 |   0     0     0    58M  235   641     0     0 
28.3%  993M  600M    0 | 477  33.4     0    57M|   8  2.56     6  3.05     0 |   0     0 |   0     0     0    57M  232   647     0     0 
25.1%  993M  600M    0 | 441  36.1     0    53M|   5  2.24     3  3.11     0 |   0     0 |   0     0     0    53M  214   671     0     0 
31.4%  993M  589M    0 | 457  33.8     0    55M|   7  2.72     5  3.31     0 |   0     0 |   0     0     0    65M  263   663     0     0 
34.6%  993M  590M    0 | 484  30.6     0    58M|   8  3.24     7  3.52     0 |   0     0 |   0     0     0    58M  235   628     0     0 
47.4%  993M  598M    0 | 711  22.0     0    87M|   8  3.03     8  3.71     0 |   0     0 |   0     0     0    78M  315   413     0     0 
26.4%  993M  600M    0 | 411  37.4     0    49M|   5  2.75     4  3.21     0 |   0     0 |   0     0     0    47M  192   741     0     0 
27.5%  993M  600M    0 | 489  35.3     0    59M|   6  2.30     4  3.01     0 |   0     0 |   0     0     0    58M  237   661     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
24.9%  993M  600M    0 | 477  33.9     0    58M|   4  2.58     3  3.07     0 |   0     0 |   0     0     0    58M  235   652     0     0 
31.4%  993M  600M    0 | 472  35.8     0    57M|   7  2.85     5  3.52     0 |   0     0 |   0     0     0    58M  233   668     0     0 
32.7%  993M  598M    0 | 478  34.0     0    58M|   3  2.75     1  4.87     0 |   0     0 |   0     0     0    59M  236   655     0     0 
33.3%  993M  599M    0 | 473  33.6     0    57M|   5  3.05     3  4.27     0 |   0     0 |   0     0     0    56M  228   642     0     0 
28.2%  993M  591M    0 | 419  38.1     0    50M|   7  2.68     5  3.37     0 |   0     0 |   0     0     0    58M  234   645     0     0 
41.4%  993M  594M    0 | 749  21.2     0    92M|   6  2.68     5  3.03     0 |   0     0 |   0     0     0    89M  359   353     0     0 
27.6%  993M  600M    0 | 516  29.2     0    62M|   4  2.08     2  3.10     0 |   0     0 |   0     0     0    56M  227   735     0     0 
35.6%  993M  600M    0 | 478  34.0     0    58M|   2  3.20     1  5.14     0 |   0     0 |   0     0     0    58M  235   672     0     0 
63.3%  993M  584M    0 | 764  21.4     0    93M|   9  3.21     7  3.73     0 |   0     0 |   0     0     0   108M  437   399     0     0 
37.1%  993M  600M    0 | 513  28.3     0    62M|   5  2.69     3  3.87     0 |   0     0 |   0     0     0    46M  188   533     0     0 
29.9%  993M  600M    0 | 479  32.3     0    58M|   7  2.73     8  2.96     0 |   0     0 |   0     0     0    57M  231   707     0     0 
28.4%  993M  591M    0 | 416  42.5     0    50M|   6  2.60     4  3.48     0 |   0     0 |   0     0     0    58M  237   663     0     0 
64.6%  993M  591M    0 | 956  16.5     0   118M|  11  3.03     9  3.38     0 |   0     0 |   0     0     0   118M  474   355     0     0 
33.3%  993M  600M    0 | 441  36.0     0    53M|   5  2.71     3  3.76     0 |   0     0 |   0     0     0    44M  179   738     0     0 
33.6%  993M  587M    0 | 386  34.1     0    46M|   6  2.94     4  3.77     0 |   0     0 |   0     0     0    59M  238   680     0     0 
32.1%  993M  597M    0 | 555  33.6     0    67M|   6  3.07     5  3.47     0 |   0     0 |   0     0     0    57M  232   651     0     0 
36.4%  993M  600M    0 | 673  18.7     0    82M|   4  1.90     3  3.03     0 |   0     0 |   0     0     0    79M  317   322     0     0 
26.3%  993M  597M    0 | 468  41.2     0    56M|   4  2.70     3  3.20     0 |   0     0 |   0     0     0    59M  239   767     0     0 
31.2%  993M  593M    0 | 446  35.6     0    54M|   5  2.68     3  3.68     0 |   0     0 |   0     0     0    58M  233   649     0     0 
35.0%  993M  600M    0 | 530  29.6     0    64M|   7  3.07     5  3.87     0 |   0     0 |   0     0     0    59M  236   632     0     0 
29.7%  993M  593M    0 | 396  38.8     0    47M|   3  3.03     2  4.04     0 |   0     0 |   0     0     0    54M  220   710     0     0 
31.1%  993M  597M    0 | 526  31.8     0    64M|   4  2.56     2  4.11     0 |   0     0 |   0     0     0    59M  238   645     0     0 
24.8%  993M  600M    0 | 408  33.7     0    49M|   2  1.48     2  2.65     0 |   0     0 |   0     0     0    47M  189   660     0     0 
46.0%  993M  571M    0 | 637  28.3     0    77M|   7  2.93     5  3.61     0 |   0     0 |   0     0     0   107M  429   457     0     0 
39.2%  993M  600M    0 | 631  23.4     0    77M|   7  2.71     5  3.41     0 |   0     0 |   0     0     0    47M  191   429     0     0 
34.0%  993M  600M    0 | 479  34.0     0    58M|   4  3.25     3  3.88     0 |   0     0 |   0     0     0    59M  239   765     0     0 
31.8%  993M  600M    0 | 478  34.0     0    58M|   5  2.58     3  3.73     0 |   0     0 |   0     0     0    57M  231   649     0     0 
35.1%  993M  593M    0 | 632  22.6     0    78M|   5  2.72     4  3.13     0 |   0     0 |   0     0     0    85M  341   465     0     0 
26.3%  993M  588M    0 | 455  39.5     0    54M|   5  2.25     3  3.14     0 |   0     0 |   0     0     0    58M  236   700     0     0 
29.5%  993M  590M    0 | 473  30.9     0    57M|   9  2.72     7  3.27     0 |   0     0 |   0     0     0    55M  233   641     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
29.1%  993M  600M    0 | 483  30.4     0    58M|   6  3.23     5  3.65     0 |   0     0 |   0     0     0    48M  189   626     0     0 
31.4%  993M  600M    0 | 463  38.2     0    56M|   7  3.13     5  3.88     0 |   0     0 |   0     0     0    56M  226   698     0     0 
31.2%  993M  599M    0 | 494  32.3     0    60M|   4  2.59     2  3.61     0 |   0     0 |   0     0     0    60M  244   640     0     0 
27.0%  993M  600M    0 | 490  32.7     0    59M|   5  2.34     3  3.19     0 |   0     0 |   0     0     0    58M  236   639     0     0 
27.2%  993M  600M    0 | 474  34.3     0    57M|   4  2.05     4  2.77     0 |   0     0 |   0     0     0    58M  235   640     0     0 
32.3%  993M  598M    0 | 471  34.4     0    56M|   5  3.52     4  4.08     0 |   0     0 |   0     0     0    57M  233   651     0     0 
33.2%  993M  594M    0 | 446  35.7     0    54M|   7  3.13     5  3.88     0 |   0     0 |   0     0     0    57M  233   646     0     0 
32.9%  993M  599M    0 | 508  31.2     0    61M|   2  2.27     1  3.56     0 |   0     0 |   0     0     0    57M  229   657     0     0 
25.9%  993M  589M    0 | 382  34.1     0    46M|   3  1.87     1  3.51     0 |   0     0 |   0     0     0    56M  228   671     0     0 
27.1%  993M  596M    0 | 540  33.5     0    65M|   6  2.13     4  2.80     0 |   0     0 |   0     0     0    58M  234   653     0     0 
27.6%  993M  593M    0 | 446  37.5     0    54M|   5  2.34     3  3.26     0 |   0     0 |   0     0     0    56M  229   643     0     0 
34.6%  993M  592M    0 | 485  32.8     0    59M|   8  3.22     7  3.53     0 |   0     0 |   0     0     0    59M  240   649     0     0 
31.4%  993M  587M    0 | 446  32.2     0    54M|   5  2.31     2  3.93     0 |   0     0 |   0     0     0    58M  235   643     0     0 
28.8%  993M  595M    0 | 479  33.8     0    58M|   2  2.33     1  3.53     0 |   0     0 |   0     0     0    51M  205   659     0     0 
29.4%  993M  592M    0 | 511  33.5     0    62M|   7  2.09     5  2.56     0 |   0     0 |   0     0     0    64M  261   641     0     0 
29.5%  993M  600M    0 | 543  27.8     0    66M|   7  3.01     6  3.31     0 |   0     0 |   0     0     0    58M  233   570     0     0 
32.6%  993M  600M    0 | 507  32.6     0    61M|   9  2.60     7  3.02     0 |   0     0 |   0     0     0    61M  247   611     0     0 
34.3%  993M  588M    0 | 423  35.0     0    51M|   5  3.44     6  3.86     0 |   0     0 |   0     0     0    62M  251   671     0     0 
33.6%  993M  590M    0 | 493  30.4     0    59M|   7  3.10     5  3.92     0 |   0     0 |   0     0     0    58M  235   614     0     0 
27.3%  993M  594M    0 | 460  33.9     0    55M|   4  2.27     2  3.63     0 |   0     0 |   0     0     0    51M  201   661     0     0 
26.8%  993M  600M    0 | 487  31.6     0    59M|   3  2.61     2  3.29     0 |   0     0 |   0     0     0    53M  220   651     0     0 
29.8%  993M  600M    0 | 473  27.1     0    57M|   8  2.91     6  3.46     0 |   0     0 |   0     0     0    57M  231   658     0     0 
33.4%  993M  599M    0 | 489  24.4     0    59M|   7  3.06     5  3.55     0 |   0     0 |   0     0     0    60M  241   636     0     0 
41.2%  993M  567M    0 | 412  13.9     0    49M|   5  2.90     3  4.08     0 |   0     0 |   0     0     0    81M  329   384     0     0 
23.2%  993M  522M    0 | 132  9.45     0    14M|   3  2.12     1  4.02     0 |   0     0 |   0     0     0    59M  236   770     0     0 
15.0%  993M  464M    0 |  13  0.33     0     0 |   5  2.73     4  3.19     0 |   0     0 |   0     0     0    57M  232   652     0     0 
16.2%  993M  405M    0 |  14  0.40     0     0 |   5  2.16     3  2.89     0 |   0     0 |   0     0     0    59M  238   581     0     0 
33.4%  993M  297M    0 |  13  0.34     0     0 |   8  2.92     7  3.15     0 |   0     0 |   0     0     0   107M  425   269     0     0 
19.0%  993M  244M    0 |  17   528     0     0 |   4  2.39     4  3.56     0 |   0     0 |   0     0     0    53M  219   850     0     0 
21.9%  993M  176M    0 |  20   899     0     0 |   7  2.67     5  3.34     0 |   0     0 |   0     0     0    67M  270   636     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
26.6%  993M   74M    0 |  19   908     0     0 |   9  2.91     8  3.13     0 |   0     0 |   0     0     0   102M  411   394     0     0 
17.7%  993M 2432K    0 |  47  1879     0     0 |  16  2.73    14  2.99     0 |   0     0 |   0     0     0    71M  287   409     0     0 
 1.4%  993M 2432K    0 |  13  0.31     0     0 |   2  1.26     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9%  993M 2432K    0 |  14  0.43     0     0 |   2  1.32     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  993M 2432K    0 |  14  0.39     0     0 |   2  0.97     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  993M 2432K    0 |  13  0.34     0     0 |   1  0.87     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  993M 2432K    0 |  14  0.37     0     0 |   2  0.86     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  993M 2432K    0 |  13  0.33     0     0 |   1  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
12.6%  993M 2432K    0 |  14  0.39     0     0 |   2  1.00     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  993M 2432K    0 |  14  0.45     0     0 |   2  1.19     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  993M 2432K    0 |  13  0.36     0     0 |   1  1.07     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.6%  993M 2432K    0 |  14  0.35     0     0 |   3  1.07     2  3.32     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  993M 2432K    0 |  13  0.31     0     0 |   1  1.06     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  993M 2432K    0 |  14  0.35     0     0 |   2  0.95     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  993M 2432K    0 |  14  0.35     0     0 |   2  1.02     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  993M 2432K    0 |  13  0.31     0     0 |   1  0.85     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  993M 2432K    0 |  14  0.39     0     0 |   2  0.92     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  993M 2432K    0 |  13  0.32     0     0 |   1  0.83     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  993M 2432K    0 |  14  0.34     0     0 |   2  0.84     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  993M 2432K    0 |  14  0.39     0     0 |   2  1.09     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  993M 2432K    0 |  13  0.36     0     0 |   1  1.10     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  993M 2432K    0 |  14  0.39     0     0 |   2  0.99     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.3%  993M 2432K    0 |  13  0.33     0     0 |   2  1.35     2  3.40     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  993M 2432K    0 |  14  0.37     0     0 |   2  1.00     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  993M 2432K    0 |  14  0.36     0     0 |   2  0.94     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  993M 2432K    0 |  13  0.33     0     0 |   1  1.15     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  993M 2432K    0 |  14  0.42     0     0 |   2  1.13     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  993M 2432K    0 |  13  0.33     0     0 |   1  0.88     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  993M 2432K    0 |  14  0.36     0     0 |   2  0.80     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2%  993M 2432K    0 |  14  0.30     0     0 |   2  0.80     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
 1.6%  993M 2432K    0 |  13  0.31     0     0 |   1  1.12     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  993M 2432K    0 |  14  0.39     0     0 |   3  1.30     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  993M 2432K    0 |  13  0.34     0     0 |   1  0.82     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  993M 2432K    0 |  14  0.37     0     0 |   2  0.92     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.1%  993M 2432K    0 |  14  0.31     0     0 |   2  0.57     2  3.11     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  993M 2432K    0 |  13  0.33     0     0 |   1  1.09     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  993M 2432K    0 |  14  0.43     0     0 |   2  1.12     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  993M 2432K    0 |  13  0.31     0     0 |   1  0.80     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.1%  993M 2432K    0 |  14  0.41     0     0 |   2  1.00     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  993M 2432K    0 |  14  0.38     0     0 |   2  0.98     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.0%  993M 2432K    0 |  13  0.25     0     0 |   1  1.01     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  993M 2432K    0 |  14  0.32     0     0 |   3  1.18     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  993M 2432K    0 |  13  0.33     0     0 |   1  1.07     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  993M 2432K    0 |  14  0.41     0     0 |   2  1.07     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  993M 2432K    0 |  14  0.41     0     0 |   2  1.05     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.7%  993M 2432K    0 |  13  0.33     0     0 |   1  0.91     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.0%  993M 2432K    0 |  14  0.37     0     0 |   2  0.98     2  2.54     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  993M 2432K    0 |  13  0.36     0     0 |   1  1.24     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  993M 2432K    0 |  14  0.44     0     0 |   2  1.11     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.8%  993M 2432K    0 |  14  0.42     0     0 |   2  1.10     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  993M 2432K    0 |  13  0.34     0     0 |   1  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.6%  993M 2432K    0 |  14  0.37     0     0 |   2  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  993M 2432K    0 |  13  0.32     0     0 |   2  1.35     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  993M 2432K    0 |  14  0.39     0     0 |   2  1.23     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.9%  993M 2432K    0 |  14  0.40     0     0 |   2  1.04     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.3%  993M 2432K    0 |  13  0.33     0     0 |   1  0.86     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.4%  993M 2432K    0 |  14  0.35     0     0 |   2  0.89     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.2%  993M 2432K    0 |  13  0.30     0     0 |   1  0.93     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
 2.2%  993M 2432K    0 |  14  0.34     0     0 |   2  0.80     2  2.37     0 |   0     0 |   0     0     0     0     0     0     0     0 
 1.5%  993M 2432K    0 |  14  0.39     0     0 |   2  0.96     0     0     0 |   0     0 |   0     0     0     0     0     0     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
